"","LINKCODE","CASEID","GRNID","YEAR","LANG","ITWMETHOD","GDREGION","REGLING","REGURB","TYPCOM","SIZECOM","OFS4","OFS6","OFSTXT4","OFSTXT6","TRAD3","TRAD6","TRAD12","TRAD35","RTENURE","FOUNDED","UPFUSION","UPNUMBER","UPNUMBERcorr","MERGE","HAVEDEN","BLDGTYPE","OWNBLDG","OFFMBRLIST","NUMOFFMBR","NUMTOTAL","NUMREGLR","IMPNUMREGLR","NUMADLTS","CHANGE","CHANGE10","PARISHW1","PARISHW2","LEGALDEF","RECYCLE","GRNELEC","GRNRG","CLERGONE","CLERGYOU","CLERGSEX","CLERGAGE","CLERGBORN","CLERGNAT","CLERGNAT1","CLERGNAT2","FORMLEVEL","SWISSORG","CLERGRAD","CLERFORM","CLERPAID","CLERWKPCT","CLERFT","STRGPLAN","BOARDNUM","BOARDGEN","BRDGENPCT","STAFFNUM","STAFFGEN","STAFFWMPCT","FTSTAFF","FTSTAFFWM","STFTWMPCT","FTSTFCHG","FTSTFCHG10","OUTUPSTF","OUTUPFTSTF","OUTUPWMSTF","VLTRS","WMVLTRS","LOCSERV","NUMSERV1","CVDWSHP","NUMCVDWSHP","LASTSERV","LENGTH","SERMON","SERMTIME","SINGING","SINGWAY","MUSICMIN","INSTMENT","ORGAN","PIANO","DRUMS","GUITAR","GONG","BELLS","COMNGO","RITGEST","STAND","SIT","GENDERSEP","JUMP","MEDITATE","CONGREAD","SPONPRAY","APPLAUSE","LAUGH","OVERHEAD","ROBE","RELOBJECTS","TONGUES","INERRANT","RICHFAITH","GRNWSHP","NGRNWSHP","GRNSERMON","GRNREL","NUMATTND","MAINLANG","NATLANG","OTHLANG","OTHLANG1","OTHLANG2","JOINTWOR","TRADWOR","CATHWOR","CATCHWOR","REFWOR","EVANWOR","ORTHWOR","XOTHWOR","JEWWOR","MUSLMWOR","BUDWOR","HINDWOR","KIDCLASS","FRQKIDCL","CLS13_14W1","CLS13_14W2","TEENRGLR","YTHMNSTR","YTHGRP","WOMGRP","MENGRP","CHORUS","LRNLANG","NEWMEMS","OTHTRAD","GRNGRP","OTHGRPS","POLITICS","POLSENSIB","SIGNTURE","LISSUE1","LISSUE2","LISSUE3","GRNPUB","GRNSTRIKE","GRNORGXCHNG","GRNORGA1","GRNORGA2","GRNORGA3","GRNAWR","GRNAWRBG","GRNAWRLD","CVCONTACT","CVSUPPRT","SOCLSERV","TYPSERV1","TYPSERV2","TYPSERV3","PLNTCONG","COMPRELMBR","COMPRELYNG","COMPLEISR","COMPWRK","RECRUIT","ADVERT","INVITE","RECRVISIT","RECRCONF","EMAIL","WEBSITE","WSHPWEB","SOCNETACT","DISCRIM","INCOME","CVDBFINCOM","CLERBUDG","CLERSLRY","FEMPCT","GT60PCT","LT35PCT","BAPCT","POORPCT","RICHPCT","EUCHPCT","EURNOCHPCT","SWISSPCT","MREURCTRY","MROTHREG","MBRALCMD","MBRCOHBT","MBRGAY","LDRALCMD","LDRCOHBT","LDRGAY","WMNVLTR","WMNBRD","WMNTCH","WMNPRCH","WMNLEAD","LIBCON","LIBCONDTL","THEOLOGY","THEOLOGYDTL","EVNGLCAL","CATHMVT","UPTREATED","coefRedMbrs","coefRedStf","coefSample","coefUp","w1Cong","w3AttCong","combined","STATUS"
"2018",10992,2402,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une petite ou hors agglomération",30156,1141,114124,"Communautés pentecôtistes et charismatiques","Eglise familiale (groupes de maison)","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",2006,2005,NA,NA,NA,NA,"Non","Non","Propriétaire",NA,NA,20,20,20,10,"A augmenté de 10% ou plus","A augmenté de 10% ou plus","Oui",NA,NA,NA,NA,NA,"Oui","Oui","Homme",43,NA,"Suisse","Suisse",NA,NA,"Suisse d'origine","Non","Non","Non",NA,"Non","Oui",8,4,50,0,NA,NA,NA,NA,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,2,1,NA,NA,"Moins d'un mois",180,"Non",NA,"Oui","Par coeur",20,"Non","Non","Non","Non","Non",NA,NA,NA,"Non",NA,NA,NA,"Non","Non","Non","Oui","Non","Non","Non","Non",NA,"Oui","Oui",NA,NA,NA,NA,NA,20,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Non",NA,0,"Non","Non","Non","Non","Non","Non","Non","Oui",NA,"Non","Non","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non",NA,NA,NA,"Oui",NA,NA,NA,NA,"Oui","Non","Oui","Non","Oui","Oui","Oui",NA,NA,"Non",4000,NA,"Non",0,25,0,45,15,0,0,50,NA,NA,NA,NA,"Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,0.185221269669811,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2019",10993,2712,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",13079,1151,115188,"Autres communautés évangéliques","Autres communautés évangéliques","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Autres communautés évangéliques",1989,1999,NA,NA,NA,NA,"Non","Oui","Paye un loyer",NA,NA,130,70,70,60,"S'est globalement maintenu","A diminué de 10% ou plus","Oui",NA,NA,NA,NA,NA,"Oui","Non","Homme",68,NA,"Nationalité étrangère","Europe de l'Ouest",NA,NA,NA,"Non","Non","Oui",NA,"Oui","Oui",6,3,50,1,0,0,1,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,3,NA,NA,"Moins d'une semaine",120,"Oui",45,"Oui","Projetées",20,"Oui","Non","Oui","Oui","Oui",NA,NA,NA,"Oui",NA,NA,NA,"Oui","Oui","Oui","Oui","Oui","Non","Oui","Non",NA,"Oui","Oui",NA,NA,NA,NA,NA,100,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,0,"Non","Non","Non","Non","Oui","Non","Oui","Oui",NA,"Non","Non","Non","Oui","Pédophilie","Droits des femmes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Mission",NA,NA,"Non",NA,NA,NA,NA,"Non","Non","Non","Non","Non","Non","Oui",NA,NA,"Non",NA,NA,"Oui",67000,57.1428571428571,4.28571428571429,57.1428571428571,17.1428571428571,NA,NA,85.7142857142857,NA,NA,NA,NA,"Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui",NA,NA,NA,NA,NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,0.648274443844337,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2020",10995,1200,NA,"2009","Français","CATI","Espace Mittelland","Région linguistique allemande","Urbain","Commune urbaine d'une agglomération moyenne",55602,1122,112201,"Communautés baptistes","Eglise évangélique baptiste","Chrétiennes non-établies","Chrétiennes","Évangéliques (classiques)","Baptistes",1983,1937,NA,NA,NA,NA,"Oui","Oui","Propriétaire",NA,NA,80,45,45,45,"S'est globalement maintenu","S'est globalement maintenu","Oui",NA,NA,NA,NA,NA,"Oui","Oui","Homme",62,NA,"Nationalité étrangère","Europe de l'Ouest",NA,NA,NA,"Oui",NA,"Oui",NA,"Oui","Oui",4,1,25,1,0,0,1,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,2,NA,NA,"Moins d'une semaine",85,"Oui",30,"Oui","Cantique/feuilles",20,"Oui","Non","Oui","Oui","Non",NA,NA,NA,"Non",NA,NA,NA,"Non","Oui","Non","Oui","Non","Non","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,45,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,"Oui",NA,0,"Non","Non","Oui","Non","Oui","Non","Oui","Non",NA,"Oui","Non","Oui","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Entraide / développement",NA,NA,"Non",NA,NA,NA,NA,"Oui","Oui","Oui","Non","Oui","Non","Oui",NA,NA,"Non",80000,NA,"Oui",60000,55.5555555555556,55,22.2222222222222,NA,NA,NA,88.8888888888889,NA,NA,NA,NA,"Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Non",NA,NA,"Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,0.645844504021448,1,0.645844504021448,0.204107224130786,"Evangelical (Classical) noGreenSampling noMission noJehovah","Disparue entre 2009 et 2023"
"2021",10997,2494,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",33377,1141,114188,"Communautés pentecôtistes et charismatiques","Autres communautés pentecôtistes et charismatiques","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",1998,1996,NA,NA,NA,NA,"Non","Oui","Bénéficie gratuitement",NA,NA,90,90,90,75,"A augmenté de 10% ou plus","A augmenté de 10% ou plus","Oui",NA,NA,NA,NA,NA,"Oui","Oui","Homme",44,NA,"Double nationalité","Double nationalité","Asie",NA,"Suisse par acquisition ou par mariage","Non","Oui","Non",NA,"Non","Oui",9,4,44.4444444444444,0,NA,NA,NA,NA,NA,"A diminué","A diminué",NA,NA,NA,NA,NA,1,5,NA,NA,"Moins d'une semaine",90,"Oui",40,"Oui","Projetées",30,"Oui","Non","Oui","Non","Non",NA,NA,NA,"Oui",NA,NA,NA,"Non","Non","Non","Oui","Non","Non","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,50,"Autres","Langue principale n'est pas une langue nationale","Oui","Anglais","Pas de troisième langue","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Non",NA,2,"Non","Non","Oui","Oui","Oui","Oui","Oui","Non",NA,"Oui","Non","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Mission","Mission",NA,"Oui",NA,NA,NA,NA,"Oui","Oui","Oui","Oui","Oui","Oui","Oui",NA,NA,"Non",80000,NA,"Oui",NA,65,0,70,50,27.7777777777778,3.33333333333333,2.22222222222222,NA,NA,NA,NA,"Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,0.833495713514148,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2022",10998,2014,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",18458,1141,114188,"Communautés pentecôtistes et charismatiques","Autres communautés pentecôtistes et charismatiques","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",1997,1992,NA,NA,NA,NA,"Oui","Non","Paye un loyer",NA,NA,350,200,200,180,"A augmenté de 10% ou plus","A augmenté de 10% ou plus","Oui",NA,NA,NA,NA,NA,"Oui","Oui","Homme",37,NA,"Suisse","Suisse",NA,NA,"Suisse d'origine","Oui",NA,"Oui",NA,"Oui","Oui",5,1,20,6,3,50,1,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,1,NA,NA,"Moins d'une semaine",90,"Oui",35,"Oui","Projetées",20,"Oui","Non","Oui","Oui","Oui",NA,NA,NA,"Non",NA,NA,NA,"Oui","Non","Non","Non","Oui","Oui","Oui","Non",NA,"Oui","Oui",NA,NA,NA,NA,NA,240,"Français","Langue principale est une langue nationale","Oui","Anglais","Pas de troisième langue","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,20,"Oui","Oui","Oui","Non","Non","Non","Non","Non",NA,"Non","Non","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Mission","Mission","Mission","Oui",NA,NA,NA,NA,"Oui","Oui","Oui","Non","Oui","Oui","Oui",NA,NA,"Non",5e+05,NA,"Oui",84000,55,10,60,16,5,20,70,NA,NA,NA,NA,"Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","De droite","De droite (sans indication)","Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,1.85221269669811,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2023",11001,1202,NA,"2009","Français","CATI","Espace Mittelland","Région linguistique française","Rural","Commune rurale en situation centrale",1415,1122,112201,"Communautés baptistes","Eglise évangélique baptiste","Chrétiennes non-établies","Chrétiennes","Évangéliques (classiques)","Baptistes",2006,1902,NA,NA,NA,NA,"Oui","Oui","Propriétaire",NA,NA,190,120,120,105,"A diminué de moins de 10%","S'est globalement maintenu","Oui",NA,NA,NA,NA,NA,"Oui","Oui","Homme",51,NA,"Suisse","Suisse",NA,NA,"Suisse d'origine","Oui",NA,"Oui",NA,"Oui","Oui",6,0,0,1,0,0,1,0,0,"S’est globalement maintenu","A augmenté",NA,NA,NA,NA,NA,1,2,NA,NA,"Moins d'une semaine",95,"Oui",30,"Oui","Cantique/feuilles",18,"Oui","Non","Oui","Non","Non",NA,NA,NA,"Non",NA,NA,NA,"Non","Non","Non","Oui","Non","Non","Oui","Non",NA,"Non","Non",NA,NA,NA,NA,NA,85,"Français","Langue principale est une langue nationale","Oui","Anglais","Pas de troisième langue","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,8,"Non","Oui","Oui","Non","Oui","Non","Non","Non",NA,"Oui","Non","Non","Oui","Développement / lutte contre la pauvreté",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non",NA,NA,NA,"Non",NA,NA,NA,NA,"Oui","Oui","Oui","Non","Oui","Oui","Non",NA,NA,"Non",180000,NA,"Oui",72000,45.8333333333333,33,17,8,NA,6.66666666666667,100,NA,NA,NA,NA,"Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Au centre","Au centre","Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,0.645844504021448,1,0.645844504021448,0.544285931015429,"Evangelical (Classical) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2024",11002,2188,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Rural","Commune rurale en situation centrale",4295,1141,114104,"Communautés pentecôtistes et charismatiques","Eglise Apostolique Evangélique (EAE)","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",2001,1994,NA,NA,NA,NA,"Oui","Non","Propriétaire",NA,NA,150,120,120,80,"S'est globalement maintenu","A augmenté de 10% ou plus","Oui",NA,NA,NA,NA,NA,"Non","Oui","Homme",41,NA,"Suisse","Suisse",NA,NA,"Suisse d'origine","Non","Oui","Oui",NA,"Non","Oui",6,2,33.3333333333333,1,0,0,0,0,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,1,NA,NA,"Moins d'une semaine",90,"Oui",25,"Oui","Projetées",30,"Oui","Non","Non","Non","Oui",NA,NA,NA,"Oui",NA,NA,NA,"Oui","Oui","Non","Oui",NA,"Oui","Oui","Non",NA,"Oui","Non",NA,NA,NA,NA,NA,70,"Français","Langue principale est une langue nationale","Oui","Anglais","Pas de troisième langue","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Non",NA,20,"Oui","Oui","Oui","Oui","Oui","Non","Oui","Non",NA,"Non","Non","Oui","Oui","Développement / lutte contre la pauvreté","Droits humains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Mission",NA,NA,"Non",NA,NA,NA,NA,"Oui","Oui","Oui","Non","Oui","Oui","Oui",NA,NA,"Non",120000,NA,"Oui",50000,60,4.16666666666667,20.8333333333333,4.16666666666667,4.16666666666667,8.33333333333333,62.5,NA,NA,NA,NA,"Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,1.11132761801886,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2025",11003,2191,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",203951,1141,114104,"Communautés pentecôtistes et charismatiques","Eglise Apostolique Evangélique (EAE)","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",1981,1955,NA,NA,NA,NA,"Oui","Non","Propriétaire",NA,NA,300,250,250,140,"A augmenté de moins de 10%","A augmenté de 10% ou plus","Non",NA,NA,NA,NA,NA,"Oui","Oui","Homme",53,NA,"Suisse","Suisse",NA,NA,"Suisse d'origine","Oui",NA,"Oui",NA,"Oui","Oui",18,6,33.3333333333333,1,0,0,1,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,4,NA,NA,"Moins d'une semaine",90,"Oui",30,"Oui","Projetées",40,"Oui","Non","Oui","Oui","Oui",NA,NA,NA,"Oui",NA,NA,NA,"Oui","Oui","Non","Oui","Oui","Oui","Oui","Non",NA,"Oui","Oui",NA,NA,NA,NA,NA,120,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,25,"Non","Oui","Oui","Oui","Oui","Non","Oui","Oui",NA,"Oui","Oui","Oui","Oui","Autres","Droits humains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Mission","Entraide / développement","Mission","Non",NA,NA,NA,NA,"Oui","Oui","Oui","Non","Oui","Oui","Oui",NA,NA,"Non",250000,NA,"Oui",86000,60,12,20,15,1.2,6,80,NA,NA,NA,NA,"Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","De gauche","De gauche (sans indication)","Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,2.31526587087263,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2026",11004,2203,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",8930,1141,114105,"Communautés pentecôtistes et charismatiques","Eglise évangélique du Réveil (EER)","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",1992,1979,NA,NA,NA,NA,"Oui","Oui","Propriétaire",NA,NA,500,400,400,300,"A augmenté de 10% ou plus","A augmenté de 10% ou plus","Non",NA,NA,NA,NA,NA,"Oui","Oui","Homme",51,NA,"Suisse","Suisse",NA,NA,"Suisse d'origine","Oui",NA,"Oui",NA,"Oui","Oui",15,5,33.3333333333333,3,1,33.3333333333333,1,0,0,"S’est globalement maintenu","A augmenté",NA,NA,NA,NA,NA,1,3,NA,NA,"Moins d'une semaine",105,"Oui",35,"Oui","Projetées",40,"Oui","Non","Oui","Oui","Oui",NA,NA,NA,"Non",NA,NA,NA,"Oui","Oui","Oui","Oui","Non","Non","Oui","Non",NA,NA,NA,NA,NA,NA,NA,NA,400,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,70,"Oui","Oui","Oui","Oui","Non","Non","Non","Oui",NA,"Oui","Non","Oui","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Entraide / développement","Mission",NA,"Oui",NA,NA,NA,NA,"Oui","Non","Oui","Non","Non","Oui","Oui",NA,NA,"Non",NA,NA,"Oui",70000,60,12.5,37.5,30,2.5,NA,80,NA,NA,NA,NA,"Oui","Oui","Oui","Oui","Non",NA,"Oui","Oui","Oui","Oui","Non","Au centre","Au centre","Juste au milieu","Au millieu",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,3.70442539339621,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2027",11005,2207,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",203951,1141,114105,"Communautés pentecôtistes et charismatiques","Eglise évangélique du Réveil (EER)","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",1999,1935,NA,NA,NA,NA,"Oui","Oui","Propriétaire",NA,NA,680,320,320,300,"A augmenté de moins de 10%","A augmenté de moins de 10%","Oui",NA,NA,NA,NA,NA,"Oui","Oui","Homme",53,NA,"Nationalité étrangère","Europe de l'Ouest",NA,NA,NA,"Oui",NA,"Oui",NA,"Oui","Oui",7,2,28.5714285714286,4,0,0,1,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,3,NA,NA,"Moins d'une semaine",120,"Oui",35,"Oui","Projetées",45,"Oui","Non","Oui","Oui","Non",NA,NA,NA,"Oui",NA,NA,NA,"Non","Oui","Non","Oui","Oui","Oui","Oui","Non",NA,"Oui","Oui",NA,NA,NA,NA,NA,330,"Français","Langue principale est une langue nationale","Oui","Espagnol","Pas de troisième langue","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,40,"Oui","Oui","Oui","Non","Oui","Non","Oui","Oui",NA,"Non","Non","Oui","Oui","Droits humains","Droits humains","Tabac, drogue, alcool",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Entraide / développement","Entraide / développement","Entraide / développement","Non",NA,NA,NA,NA,"Oui","Oui","Oui","Non","Oui","Oui","Oui",NA,NA,"Oui",4e+05,NA,"Oui",70000,60,25,30,10,5,5,60,NA,NA,NA,NA,"Oui","Non","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Non",NA,NA,"Juste au milieu","Au millieu",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,2.96354031471697,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2028",11006,2076,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Intermédiaire (périurbain dense et centres ruraux)","Commune périurbaine de forte densité",8731,1141,114105,"Communautés pentecôtistes et charismatiques","Eglise évangélique du Réveil (EER)","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",2006,1993,NA,NA,NA,NA,"Oui","Non","Propriétaire",NA,NA,200,100,100,70,"A augmenté de 10% ou plus","A augmenté de moins de 10%","Oui",NA,NA,NA,NA,NA,"Oui","Oui","Homme",39,NA,"Suisse","Suisse",NA,NA,"Suisse d'origine","Non","Oui","Oui",NA,"Oui","Oui",7,3,42.8571428571429,1,0,0,1,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,2,NA,NA,"Moins d'une semaine",90,"Non",NA,"Oui","Projetées",0,"Non","Non","Non","Non","Non",NA,NA,NA,"Oui",NA,NA,NA,"Non","Oui","Non","Oui","Non","Non","Non","Non",NA,"Oui","Oui",NA,NA,NA,NA,NA,17,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Non",NA,7,"Non","Oui","Oui","Non","Oui","Non","Oui","Non",NA,"Oui","Non","Oui","Oui","Autres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Entraide / développement",NA,NA,"Non",NA,NA,NA,NA,"Oui","Oui","Oui","Oui","Oui","Oui","Oui",NA,NA,"Oui",120000,NA,"Oui",70000,50,10,30,25,4,NA,90,NA,NA,NA,NA,"Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Non",NA,NA,"Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,0.926106348349053,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2029",11007,2204,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Rural","Commune périurbaine de faible densité",1089,1141,114105,"Communautés pentecôtistes et charismatiques","Eglise évangélique du Réveil (EER)","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",1985,1963,NA,NA,NA,NA,"Oui","Non","Propriétaire",NA,NA,300,250,250,180,"A augmenté de 10% ou plus","A augmenté de 10% ou plus","Oui",NA,NA,NA,NA,NA,"Oui","Oui","Homme",53,NA,"Suisse","Suisse",NA,NA,"Suisse d'origine","Oui",NA,"Oui",NA,"Non","Oui",11,3,27.2727272727273,3,0,0,3,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,2,NA,NA,"Moins d'une semaine",105,"Oui",30,"Oui","Projetées",45,"Oui","Non","Oui","Oui","Non",NA,NA,NA,"Oui",NA,NA,NA,"Non","Oui","Oui","Oui","Oui","Oui","Oui","Non",NA,"Oui",NA,NA,NA,NA,NA,NA,180,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,20,"Oui","Oui","Non","Non","Oui","Non","Oui","Oui",NA,"Non","Oui","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Entraide / développement","Entraide / développement","Entraide / développement","Oui",NA,NA,NA,NA,"Oui","Non","Oui","Non","Oui","Oui","Oui",NA,NA,"Non",3e+05,NA,"Oui",75000,50,10,12,30,0,6,20,NA,NA,NA,NA,"Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Juste au milieu","Au millieu",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,2.31526587087263,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
