"","LINKCODE","CASEID","GRNID","YEAR","LANG","ITWMETHOD","GDREGION","REGLING","REGURB","TYPCOM","SIZECOM","OFS4","OFS6","OFSTXT4","OFSTXT6","TRAD3","TRAD6","TRAD12","TRAD35","RTENURE","FOUNDED","UPFUSION","UPNUMBER","UPNUMBERcorr","MERGE","HAVEDEN","BLDGTYPE","OWNBLDG","OFFMBRLIST","NUMOFFMBR","NUMTOTAL","NUMREGLR","IMPNUMREGLR","NUMADLTS","CHANGE","CHANGE10","PARISHW1","PARISHW2","LEGALDEF","RECYCLE","GRNELEC","GRNRG","CLERGONE","CLERGYOU","CLERGSEX","CLERGAGE","CLERGBORN","CLERGNAT","CLERGNAT1","CLERGNAT2","FORMLEVEL","SWISSORG","CLERGRAD","CLERFORM","CLERPAID","CLERWKPCT","CLERFT","STRGPLAN","BOARDNUM","BOARDGEN","BRDGENPCT","STAFFNUM","STAFFGEN","STAFFWMPCT","FTSTAFF","FTSTAFFWM","STFTWMPCT","FTSTFCHG","FTSTFCHG10","OUTUPSTF","OUTUPFTSTF","OUTUPWMSTF","VLTRS","WMVLTRS","LOCSERV","NUMSERV1","CVDWSHP","NUMCVDWSHP","LASTSERV","LENGTH","SERMON","SERMTIME","SINGING","SINGWAY","MUSICMIN","INSTMENT","ORGAN","PIANO","DRUMS","GUITAR","GONG","BELLS","COMNGO","RITGEST","STAND","SIT","GENDERSEP","JUMP","MEDITATE","CONGREAD","SPONPRAY","APPLAUSE","LAUGH","OVERHEAD","ROBE","RELOBJECTS","TONGUES","INERRANT","RICHFAITH","GRNWSHP","NGRNWSHP","GRNSERMON","GRNREL","NUMATTND","MAINLANG","NATLANG","OTHLANG","OTHLANG1","OTHLANG2","JOINTWOR","TRADWOR","CATHWOR","CATCHWOR","REFWOR","EVANWOR","ORTHWOR","XOTHWOR","JEWWOR","MUSLMWOR","BUDWOR","HINDWOR","KIDCLASS","FRQKIDCL","CLS13_14W1","CLS13_14W2","TEENRGLR","YTHMNSTR","YTHGRP","WOMGRP","MENGRP","CHORUS","LRNLANG","NEWMEMS","OTHTRAD","GRNGRP","OTHGRPS","POLITICS","POLSENSIB","SIGNTURE","LISSUE1","LISSUE2","LISSUE3","GRNPUB","GRNSTRIKE","GRNORGXCHNG","GRNORGA1","GRNORGA2","GRNORGA3","GRNAWR","GRNAWRBG","GRNAWRLD","CVCONTACT","CVSUPPRT","SOCLSERV","TYPSERV1","TYPSERV2","TYPSERV3","PLNTCONG","COMPRELMBR","COMPRELYNG","COMPLEISR","COMPWRK","RECRUIT","ADVERT","INVITE","RECRVISIT","RECRCONF","EMAIL","WEBSITE","WSHPWEB","SOCNETACT","DISCRIM","INCOME","CVDBFINCOM","CLERBUDG","CLERSLRY","FEMPCT","GT60PCT","LT35PCT","BAPCT","POORPCT","RICHPCT","EUCHPCT","EURNOCHPCT","SWISSPCT","MREURCTRY","MROTHREG","MBRALCMD","MBRCOHBT","MBRGAY","LDRALCMD","LDRCOHBT","LDRGAY","WMNVLTR","WMNBRD","WMNTCH","WMNPRCH","WMNLEAD","LIBCON","LIBCONDTL","THEOLOGY","THEOLOGYDTL","EVNGLCAL","CATHMVT","UPTREATED","coefRedMbrs","coefRedStf","coefSample","coefUp","w1Cong","w3AttCong","combined","STATUS"
"776",101876,139,168,"2022","Français","CATI","Région lémanique","Région linguistique française","Intermédiaire (périurbain dense et centres ruraux)","Commune périurbaine de moyenne densité",1128,1111,111101,"Eglises nationales protestantes","Eglise évangélique réformée nationale","Chrétiennes établies","Chrétiennes","Protestantes réformées","Protestantes réformées",2019,2001,NA,NA,NA,"Non","Oui","Oui","Bénéficie gratuitement","Oui",2883,150,30,30,29,"S'est globalement maintenu","S'est globalement maintenu",NA,"Non","Association","Non","Oui","Non","Oui","Oui","Homme",36,"Suisse","Double nationalité","Double nationalité","Europe de l'Ouest","Université, EPF","Suisse d'origine","Oui",NA,"Oui",100,NA,"Oui",5,3,60,2,1,50,1,0,0,"S’est globalement maintenu","A diminué",NA,NA,NA,50,45,4,1,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",60,"Oui",20,"Oui","Cantique/feuilles",30,"Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Des bancs","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Oui","Oui","Non","Non","Oui",3,"Oui","Non",22,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Plus rarement",NA,"Oui",0,"Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui",NA,NA,NA,"Non","Non","Oui","Eco église","Autres","EPER/Pain pour le prochain","Oui",2020,"De l'association faîtière","Oui","Oui","Oui","Action sociale en Suisse","Action sociale en Suisse","Action sociale en Suisse","Non","Faible concurrence","Forte concurrence","Faible concurrence","Forte concurrence","Oui","Non","Oui","Oui","Non","Non","Oui","Oui","Non","Non",92000,NA,"Non",96000,90,95,5,10,5,NA,NA,5,90,"France","Afrique subsaharienne","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","De gauche","Légèrement de gauche","Plus sur l'aile conservatrice","Légèrement conservatrice",25,NA,"Non",1,1,0.35768941142177,1,0.35768941142177,0.0728287989828744,"Reformed Protestant greenSampling noMission noJehovah","Présente en 2009 et en 2023"
"777",101964,730,NA,"2022","Français","CATI","Région lémanique","Région linguistique française","Intermédiaire (périurbain dense et centres ruraux)","Commune périurbaine de forte densité",6249,1111,111101,"Eglises nationales protestantes","Eglise évangélique réformée nationale","Chrétiennes établies","Chrétiennes","Protestantes réformées","Protestantes réformées",2011,2000,NA,NA,NA,"Non","Oui","Oui","Bénéficie gratuitement","Non",NA,NA,100,100,80,"A diminué de moins de 10%","S'est globalement maintenu",NA,"Non","Association","Non","Non","Non","Oui","Oui","Homme",46,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Oui",NA,"Oui",100,NA,"Oui",9,5,55.5555555555556,2,0,0,1,0,0,"S’est globalement maintenu","A diminué",NA,NA,NA,40,30,7,2,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",80,"Oui",20,"Oui","Cantique/feuilles",25,"Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Des chaises","Non","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui",2,"Oui","Oui",60,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par mois",NA,"Oui",10,"Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Non","Oui","Entraide / développement","Action sociale en Suisse","Action sociale en Suisse","Non","Pas de concurrence","Pas de concurrence","Pas de concurrence","Pas de concurrence","Oui","Non","Oui","Oui","Oui","Oui","Oui","Non","Non","Non",60000,60000,"Non",1e+05,70,80,10,NA,NA,NA,NA,NA,NA,"France",NA,"Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui",NA,NA,"Juste au milieu","Au millieu",8,NA,"Non",1,1,0.810448903247747,1,0.810448903247747,0.550049087054867,"Reformed Protestant noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"778",101982,1754,NA,"2022","Allemand","CATI","Nord-Ouest de la Suisse","Région linguistique allemande","Urbain","Commune urbaine d’une grande agglomération",19181,1134,113402,"Communautés néo-piétistes et évangéliques","Eglise évangélique Chrischona","Chrétiennes non-établies","Chrétiennes","Évangéliques (classiques)","Néo-piétistes",2018,NA,NA,NA,NA,"Non","Oui","Non","Propriétaire","Oui",95,225,220,220,180,"S'est globalement maintenu","S'est globalement maintenu",NA,"Non","Association","Oui",NA,"Non","Oui","Oui","Homme",41,"Suisse","Double nationalité","Double nationalité","Europe de l'Ouest","Université, EPF",NA,"Oui",NA,"Oui",90,NA,"Oui",6,1,16.6666666666667,2,0,0,0,0,NA,"S’est globalement maintenu","A augmenté",NA,NA,NA,100,50,1,2,"Oui","Entre une fois par mois et une fois par semaine","Moins d'une semaine",75,"Oui",25,"Oui","Projetées",35,"Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Des chaises","Non","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Non",NA,"Oui","Oui",70,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Allemand","Anglais","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",20,"Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui","Entraide / développement","Autre","Autre","Non","Faible concurrence","Forte concurrence","Forte concurrence","Forte concurrence","Oui","Oui","Oui","Non","Non","Oui","Oui","Oui","Non","Non",260000,285000,"Oui",85000,55,40,20,40,5,20,NA,10,20,"Allemagne","Asie","Oui",NA,"Non","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui",NA,NA,"Juste au milieu","Au millieu",NA,NA,"Non",1,1,0.733551664859796,1,0.733551664859796,1.0952901882931,"Evangelical (Classical) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"779",101985,5014,NA,"2022","Italien","CATI","Tessin","Région linguistique italienne","Intermédiaire (périurbain dense et centres ruraux)","Commune périurbaine de moyenne densité",1377,1211,121101,"Eglise catholique romaine","Eglise catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",2020,NA,"Oui",8,8,"Non","Oui","Oui","Propriétaire",NA,NA,7.5,7.5,7.5,6.25,NA,"A diminué de moins de 10%",NA,"Oui","Association","Non",NA,"Non","Oui","Oui","Homme",43,"Pologne","Nationalité étrangère","Etranger (non défini)",NA,"Université, EPF",NA,"Oui",NA,"Oui",100,NA,"Oui",0.875,0.5,57.1428571428571,0.25,0.125,50,0.125,0,0,"S’est globalement maintenu",NA,"Non",NA,NA,0.875,0.5,2,3,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",50,"Oui",6,"Oui","Cantique/feuilles",6,"Non","Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Des bancs","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Non",NA,"Non","Non",5.625,"Italien","Langue principale est une langue nationale","Oui","Latin","Pas de troisième langue","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par mois",NA,"Non",0.5,"Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Non",NA,NA,NA,NA,"Non",NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Oui","Entraide / développement","Mission","Entraide / développement","Non","Pas de concurrence","Pas de concurrence","Forte concurrence","Forte concurrence","Oui","Non","Oui","Oui","Non","Oui","Non",NA,"Oui",NA,NA,NA,"Oui",NA,45,70,30,NA,1,NA,NA,30,70,"Italie","Europe de l'Ouest","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Non",NA,NA,"Juste au milieu","Au millieu",NA,5,"Oui",1,1,1.83833531712294,1.99624765478424,3.98394281981686,0.0935754239562853,"Catholic noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"780",102000,5797,NA,"2022","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d'une agglomération moyenne",19824,1412,141206,"Eglises chrétiennes orthodoxes","Eglise orthodoxe russe","Chrétiennes non-établies","Chrétiennes","Chrétiennes - orthodoxes","Chrétiennes-orthodoxes",1968,1857,NA,NA,NA,"Non","Oui","Oui","Propriétaire","Non",NA,160,100,100,70,"S'est globalement maintenu","A augmenté de 10% ou plus",NA,"Non","Association","Oui","Oui","Oui","Oui","Oui","Homme",72,"Suisse","Suisse","Suisse",NA,"Formation professionnelle (apprentissage, maîtrise, école professionnelle supérieure, etc.)","Suisse d'origine","Non",NA,"Non",70,NA,"Oui",7,3,42.8571428571429,2,0,0,0,0,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,20,15,1,2,"Oui","Plus qu'une fois par semaine","Moins d'une semaine",180,"Oui",10,"Oui","Par coeur",150,"Non","Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Des bancs","Non","Non","Non","Oui","Non","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Oui",NA,"Oui","Oui",60,"Français","Langue principale est une langue nationale","Oui","Autres","Allemand","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par mois",NA,"Oui",30,"Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non",NA,NA,NA,"Non","Non","Oui","Commune ou canton",NA,NA,"Non",NA,NA,"Oui","Oui","Oui",NA,"Action sociale en Suisse",NA,"Non","Pas de concurrence","Pas de concurrence","Faible concurrence","Forte concurrence","Non","Non","Non","Oui","Non","Oui","Oui","Non","Oui","Oui",80000,60000,"Oui",20000,60,20,20,30,20,NA,NA,65,35,NA,"Europe de l'Est","Oui","Oui",NA,"Oui","Non","Non","Oui","Oui","Oui","Non","Non",NA,NA,"Plus sur l'aile conservatrice","Fortement conservatrice",NA,NA,"Non",1,1,0.902907668763816,1,0.902907668763816,0.612800556467106,"Orthodox Christian noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"781",102022,2105,NA,"2022","Allemand","CATI","Suisse orientale","Région linguistique allemande","Intermédiaire (périurbain dense et centres ruraux)","Commune d’un centre rural",4203,1141,114101,"Communautés pentecôtistes et charismatiques","Mission de pentecôte suisse","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",2016,1936,NA,NA,NA,"Non","Oui","Non","Propriétaire","Oui",80,150,100,100,80,"A diminué de moins de 10%","S'est globalement maintenu",NA,"Non","Association","Oui","Oui","Non","Oui","Oui","Homme",43,"Suisse","Suisse","Suisse",NA,"Ecole post-obligatoire (gymnase, culture générale, école normale, etc.)","Suisse d'origine","Non",NA,"Oui",100,NA,"Oui",4,0,0,2,1,50,1,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,60,40,1,2,"Oui","Entre une fois par mois et une fois par semaine","Moins d'une semaine",90,"Oui",49,"Oui","Projetées",30,"Oui","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Des chaises","Non","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Non","Oui","Oui","Non","Non",NA,"Non","Non",90,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Anglais","Allemand","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Non",10,"Oui","Oui","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui","Entraide / développement",NA,NA,"Non","Pas de concurrence","Faible concurrence","Forte concurrence","Forte concurrence","Oui","Non","Oui","Non","Oui","Oui","Oui","Oui","Non","Non",210000,215000,"Oui",85000,55,50,8,4,8,3,NA,55,45,"Allemagne","Afrique subsaharienne","Oui","Non","Non","Oui","Non","Non","Oui","Non","Oui","Oui","Oui","De droite","Légèrement de droite","Plus sur l'aile conservatrice","Modérément conservatrice",NA,NA,"Non",1,1,1.3220936164155,1,1.3220936164155,0.897300722841632,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"782",102072,2162,NA,"2022","Allemand","CAWI","Espace Mittelland","Région linguistique allemande","Urbain","Commune urbaine d’une petite ou hors agglomération",17468,1141,114102,"Communautés pentecôtistes et charismatiques","Bewegung Plus/Gemeinde für Urchristentum","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",2019,1995,NA,NA,NA,"Oui","Oui","Non","Paye un loyer","Oui",29,65,55,55,43,"A augmenté de moins de 10%","A diminué de 10% ou plus",NA,"Non","Association","Oui",NA,NA,"Oui","Oui","Homme",43,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Oui",NA,"Oui",35,NA,"Oui",4,3,75,2,1,50,0,0,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,45,25,1,1,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",75,"Oui",3,"Oui","Projetées",20,"Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Des chaises","Non","Non","Oui","Non","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non",NA,"Oui","Oui",45,"Allemand","Langue principale est une langue nationale","Oui","Suisse-Allemand","Anglais","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,"Oui",6,"Non","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Non","Oui","Mission","Autre","Action sociale en Suisse","Non","Pas de concurrence","Faible concurrence","Faible concurrence","Forte concurrence","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non",122000,94000,"Oui",45000,41.8181818181818,20,3.63636363636364,7.27272727272727,3.63636363636364,1.81818181818182,NA,3.63636363636364,80,"Italie","Sous continent indien","Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Juste au milieu","Au millieu",NA,NA,"Non",1,1,1.3220936164155,1,1.3220936164155,0.493515397562898,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"783",102188,1507,NA,"2022","Allemand","CATI","Zürich","Région linguistique allemande","Urbain","Commune urbaine d’une grande agglomération",420217,1132,113201,"Communautés méthodistes","Eglise évangélique méthodiste","Chrétiennes établies","Chrétiennes","Évangéliques (classiques)","Méthodistes",2017,1950,NA,NA,NA,"Non","Oui","Oui","Propriétaire","Oui",50,25,25,25,25,"S'est globalement maintenu","S'est globalement maintenu",NA,"Non","Association","Non","Non","Non","Oui","Oui","Homme",55,"Suisse","Suisse","Suisse",NA,"Formation professionnelle (apprentissage, maîtrise, école professionnelle supérieure, etc.)","Suisse d'origine","Non",NA,"Oui",80,NA,"Oui",3,1,33.3333333333333,2,0,0,0,0,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,15,10,1,1,"Oui","Entre une fois par mois et une fois par semaine","Moins d'une semaine",60,"Oui",15,"Oui","Cantique/feuilles",15,"Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Des chaises","Non","Non","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non",NA,"Oui","Non",20,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Allemand","Pas de troisième langue","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,"Non",0,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui","Autre",NA,NA,"Non","Pas de concurrence","Pas de concurrence","Faible concurrence","Faible concurrence","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Oui","Non",NA,NA,"Non",70000,80,85,0,4,20,0,NA,0,95,NA,NA,"Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Juste au milieu","Au millieu",NA,NA,"Non",1,1,0.733551664859796,1,0.733551664859796,0.124464794124216,"Evangelical (Classical) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"784",102198,4562,NA,"2022","Français","CATI","Région lémanique","Région linguistique française","Rural","Commune rurale périphérique",2717,1211,121101,"Eglise catholique romaine","Eglise catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",2000,1912,"Oui",5,5,"Non","Oui","Oui","Propriétaire","Non",NA,60,16,16,12,"A diminué de moins de 10%","S'est globalement maintenu",NA,"Non","Association","Oui","Non","Non","Oui","Oui","Femme",59,"Suisse","Suisse","Suisse",NA,"Formation professionnelle (apprentissage, maîtrise, école professionnelle supérieure, etc.)","Suisse d'origine","Non",NA,"Oui",80,NA,"Oui",1.2,0.2,16.6666666666667,0.4,0.2,50,0.2,0,0,"S’est globalement maintenu","S’est globalement maintenu","Non",NA,NA,2,1.6,1,2,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",50,"Oui",10,"Non",NA,0,"Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Des bancs","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui",NA,"Non",NA,NA,"Non",NA,"Oui","Non",6,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,"Non",2,"Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui","Mission",NA,NA,"Non","Pas de concurrence","Pas de concurrence","Forte concurrence","Faible concurrence","Oui","Non","Oui","Oui","Non","Non","Oui","Non","Non","Non",NA,NA,"Non",NA,60,75,20,20,0,NA,NA,2,95,"Portugal",NA,"Oui","Oui","Oui","Oui","Oui",NA,"Oui","Oui","Oui","Non","Non",NA,NA,"Juste au milieu","Au millieu",NA,40,"Oui",1,1,1.83833531712294,1.24765478424015,2.48996426238554,0.199627571106742,"Catholic noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"785",102269,2293,NA,"2022","Allemand","CATI","Espace Mittelland","Région linguistique allemande","Urbain","Commune urbaine d’une petite ou hors agglomération",16066,1141,114117,"Communautés pentecôtistes et charismatiques","International Christian Fellowship Vineyard (ICF Vineyard)","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",2005,2000,NA,NA,NA,"Non","Oui","Non","Paye un loyer","Non",NA,50,50,50,25,"A diminué de 10% ou plus","A diminué de 10% ou plus",NA,"Non","Association","Oui",NA,NA,"Oui","Oui","Femme",34,"Suisse","Suisse","Suisse",NA,"Hautes-école spécialisée ou pédagogique (HES, HEP)","Suisse d'origine","Non",NA,"Oui",20,NA,"Oui",4,2,50,2,2,100,0,0,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,20,15,1,1,"Oui","Entre une fois par mois et une fois par semaine","Moins d'une semaine",150,"Oui",35,"Oui","Projetées",45,"Oui","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Des chaises","Non","Oui","Oui","Non","Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Non","Non",NA,"Non","Non",30,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Allemand","Anglais","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",0,"Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui",NA,"Entraide / développement",NA,"Non","Pas de concurrence","Pas de concurrence","Faible concurrence","Forte concurrence","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non",NA,NA,"Oui",11000,70,10,20,35,5,5,NA,6,90,NA,"Asie","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Plus sur l'aile libérale","Légèrement libérale",NA,NA,"Non",1,1,1.3220936164155,1,1.3220936164155,0.448650361420816,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"786",102392,1620,NA,"2022","Allemand","CATI","Suisse orientale","Région linguistique allemande","Rural","Commune rurale en situation centrale",1993,1134,113401,"Communautés néo-piétistes et évangéliques","Assemblée évangélique libre EEL/FEG","Chrétiennes non-établies","Chrétiennes","Évangéliques (classiques)","Néo-piétistes",2020,1850,NA,NA,NA,"Non","Oui","Non","Propriétaire","Oui",71,200,150,150,80,"S'est globalement maintenu","A augmenté de 10% ou plus",NA,"Non","Association","Oui","Oui","Non","Oui","Oui","Homme",40,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Oui",NA,"Oui",90,NA,"Oui",5,0,0,2,0,0,0,0,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,80,40,1,5,"Oui","Une fois par mois ou moins","Moins d'une semaine",75,"Non",NA,"Oui","Projetées",50,"Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Des chaises","Non","Oui","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Non","Non",NA,"Oui","Oui",70,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Allemand","Français","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",10,"Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Oui","Oui",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui","Entraide / développement",NA,NA,"Oui","Pas de concurrence","Faible concurrence","Faible concurrence","Pas de concurrence","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Oui",2e+05,2e+05,"Oui",60000,50,15,60,NA,NA,NA,NA,10,90,"Italie","Europe de l'Ouest","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Non","De droite","Légèrement de droite","Plus sur l'aile conservatrice","Légèrement conservatrice",NA,NA,"Non",1,1,0.733551664859796,1,0.733551664859796,0.746788764745293,"Evangelical (Classical) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
